id;actor;session_uuid;object_id;score;temps;total_ecrans
350;ga2018_qfzc@yopmail.com;session-10282;692-quiz-1;85.00;192.00;14
351;ga2018_egh3@yopmail.com;session-10302;674-strategie-et-croissance;100.00;921.00;6
352;ga2018_u33w@yopmail.com;session-10303;686-quiz-2;76.00;276.00;12
353;ga2018_qfzc@yopmail.com;session-10334;686-quiz-2;77.00;143.00;12
354;ga2018_s51d@yopmail.com;session-10379;683-programme-nescens;0.00;72.00;2
355;ga2018_egh3@yopmail.com;session-10386;677-affaires-medicales;100.00;430.00;12
356;ga2018_s51d@yopmail.com;session-10387;684-informatique;0.00;0.00;4
357;ga2018_s51d@yopmail.com;session-10402;689-rh-prevoyance-et-evaluation;0.00;0.00;6
358;ga2018_s51d@yopmail.com;session-10423;690-formation;0.00;110.00;5
359;ga2018_egh3@yopmail.com;session-10431;681-corporate-marketing-et-communication;100.00;343.00;10
360;ga2018_egh3@yopmail.com;session-10469;683-programme-nescens;0.00;320.00;2
361;ga2018_egh3@yopmail.com;session-10472;682-les-services-aux-patients;100.00;326.00;18
362;ga2018_s51d@yopmail.com;session-10513;688-genolier-foundation;23.00;157.00;3
363;ga2018_s51d@yopmail.com;session-10519;692-quiz-1;80.00;3071.00;14
364;ga2018_uufe@yopmail.com;session-10557;699-die-dienstleistungen-f-r-den-patienten;42.00;369.00;18
365;ga2018_s51d@yopmail.com;session-10561;686-quiz-2;0.00;0.00;12
366;ga2018_uufe@yopmail.com;session-10593;700-die-qualitat;0.00;109.00;12
367;ga2018_uufe@yopmail.com;session-10633;701-informatik;50.00;184.00;4
368;ga2018_uufe@yopmail.com;session-10711;704-genolier-foundation;100.00;55.00;3
369;ga2018_uufe@yopmail.com;session-10725;706-quiz-1;72.00;947.00;14
370;ga2018_uufe@yopmail.com;session-10747;705-quiz-2;64.00;1182.00;12
372;ga2018_4bmv@yopmail.com;session-10843;674-strategie-et-croissance;75.00;805.00;6
374;ga2018_c8vh@yopmail.com;session-10864;671-presentation;100.00;695.00;8
376;dtic@mobiletic.com;session-11000;692-quiz-1;37.00;1392.00;14
377;ga2018_c8vh@yopmail.com;session-11021;674-strategie-et-croissance;100.00;3741.00;6
378;ga2018_c8vh@yopmail.com;session-11051;677-affaires-medicales;100.00;596.00;12
379;ga2018_c8vh@yopmail.com;session-11081;678-politique-et-cadre-legal;100.00;1005.00;11
380;ga2018_4bmv@yopmail.com;session-11132;677-affaires-medicales;80.00;387.00;12
381;ga2018_4bmv@yopmail.com;session-11149;678-politique-et-cadre-legal;52.00;560.00;11
382;ga2018_4bmv@yopmail.com;session-11163;688-genolier-foundation;100.00;137.00;3
383;ga2018_4bmv@yopmail.com;session-11167;683-programme-nescens;0.00;127.00;2
384;ga2018_4bmv@yopmail.com;session-11170;681-corporate-marketing-et-communication;85.00;330.00;10
385;ga2018_4bmv@yopmail.com;session-11181;687-la-qualite;0.00;657.00;12
386;ga2018_4bmv@yopmail.com;session-11184;682-les-services-aux-patients;42.00;308.00;18
387;ga2018_c8vh@yopmail.com;session-11208;681-corporate-marketing-et-communication;75.00;547.00;10
388;ga2018_c8vh@yopmail.com;session-11242;683-programme-nescens;0.00;180.00;2
389;ga2018_c8vh@yopmail.com;session-11259;682-les-services-aux-patients;100.00;665.00;18
390;ga2018_gafw@yopmail.com;session-11282;706-quiz-1;67.00;260.00;14
391;ga2018_gafw@yopmail.com;session-11374;705-quiz-2;82.00;545.00;12
392;ga2018_c8vh@yopmail.com;session-11387;687-la-qualite;0.00;901.00;12
393;ga2018_gafw@yopmail.com;session-11420;698-nescens-programm;0.00;8.00;2
394;ga2018_gafw@yopmail.com;session-11442;701-informatik;100.00;40.00;4
395;ga2018_gafw@yopmail.com;session-11453;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;17.00;7
396;ga2018_gafw@yopmail.com;session-11461;703-ausbildung;0.00;39.00;5
397;ga2018_gafw@yopmail.com;session-11473;704-genolier-foundation;100.00;11.00;3
398;ga2018_c8vh@yopmail.com;session-11514;684-informatique;100.00;47.00;4
399;ga2018_c8vh@yopmail.com;session-11530;689-rh-prevoyance-et-evaluation;100.00;324.00;7
400;ga2018_5gnk@yopmail.com;session-11542;671-presentation;100.00;229.00;8
401;ga2018_c8vh@yopmail.com;session-11546;690-formation;0.00;126.00;5
402;ga2018_c8vh@yopmail.com;session-11563;688-genolier-foundation;100.00;229.00;3
403;ga2018_4bmv@yopmail.com;session-11624;684-informatique;75.00;97.00;4
404;ga2018_4bmv@yopmail.com;session-11642;689-rh-prevoyance-et-evaluation;100.00;290.00;7
405;ga2018_4bmv@yopmail.com;session-11675;690-formation;0.00;312.00;5
406;ga2018_4bmv@yopmail.com;session-11723;692-quiz-1;79.00;416.00;14
407;ga2018_c8vh@yopmail.com;session-11724;692-quiz-1;97.00;446.00;14
408;ga2018_4bmv@yopmail.com;session-11753;686-quiz-2;97.00;216.00;12
409;ga2018_c8vh@yopmail.com;session-11761;686-quiz-2;82.00;802.00;12
411;ga2018_5gnk@yopmail.com;session-11904;674-strategie-et-croissance;100.00;441.00;6
412;ga2018_5gnk@yopmail.com;session-11933;677-affaires-medicales;100.00;213.00;12
413;ga2018_5gnk@yopmail.com;session-11974;678-politique-et-cadre-legal;94.00;541.00;11
414;ga2018_5gnk@yopmail.com;session-12051;681-corporate-marketing-et-communication;100.00;105.00;10
415;ga2018_5gnk@yopmail.com;session-12076;683-programme-nescens;0.00;132.00;2
416;ga2018_5gnk@yopmail.com;session-12082;682-les-services-aux-patients;100.00;215.00;18
417;ga2018_5gnk@yopmail.com;session-12148;687-la-qualite;0.00;199.00;12
418;ga2018_5gnk@yopmail.com;session-12161;684-informatique;100.00;47.00;4
419;ga2018_5gnk@yopmail.com;session-12171;689-rh-prevoyance-et-evaluation;100.00;70.00;7
420;ga2018_5gnk@yopmail.com;session-12199;690-formation;0.00;415.00;5
421;ga2018_0ovm@yopmail.com;session-12209;693-presentazione;100.00;1463.00;8
422;ga2018_5gnk@yopmail.com;session-12228;688-genolier-foundation;100.00;61.00;3
423;ga2018_5gnk@yopmail.com;session-12236;692-quiz-1;92.00;657.00;14
424;ga2018_5gnk@yopmail.com;session-12379;686-quiz-2;85.00;227.00;12
426;ga2018_n6m4@yopmail.com;session-12564;719-strategia-e-crescita;25.00;290.00;6
427;ga2018_0ovm@yopmail.com;session-12567;719-strategia-e-crescita;100.00;2137.00;6
428;ga2018_bmg0@yopmail.com;session-12570;671-presentation;11.00;346.00;8
430;ga2018_bmg0@yopmail.com;session-12645;;0.00;0.00;0
431;ga2018_bmg0@yopmail.com;session-12646;674-strategie-et-croissance;100.00;233.00;6
432;ga2018_bmg0@yopmail.com;session-12690;677-affaires-medicales;100.00;210.00;12
433;ga2018_bmg0@yopmail.com;session-12717;678-politique-et-cadre-legal;50.00;71.00;11
434;ga2018_bmg0@yopmail.com;session-12731;681-corporate-marketing-et-communication;100.00;129.00;10
435;ga2018_bmg0@yopmail.com;session-12747;683-programme-nescens;0.00;6.00;2
436;ga2018_bmg0@yopmail.com;session-12761;682-les-services-aux-patients;100.00;159.00;18
437;ga2018_bmg0@yopmail.com;session-12822;687-la-qualite;0.00;24.00;12
438;ga2018_bmg0@yopmail.com;session-12831;684-informatique;100.00;118.00;4
439;ga2018_bmg0@yopmail.com;session-12845;689-rh-prevoyance-et-evaluation;100.00;38.00;7
440;ga2018_bmg0@yopmail.com;session-12867;690-formation;0.00;148.00;5
441;ga2018_bmg0@yopmail.com;session-12890;688-genolier-foundation;100.00;52.00;3
442;ga2018_bmg0@yopmail.com;session-12902;692-quiz-1;82.00;282.00;14
443;ga2018_bmg0@yopmail.com;session-12956;686-quiz-2;91.00;204.00;12
444;ga2018_v85a@yopmail.com;session-13063;723-medizinischer-bereich;20.00;4851.00;12
445;ga2018_2ob5@yopmail.com;session-13079;684-informatique;50.00;48.00;4
446;ga2018_2ob5@yopmail.com;session-13086;689-rh-prevoyance-et-evaluation;100.00;175.00;7
447;ga2018_2ob5@yopmail.com;session-13122;690-formation;0.00;33.00;5
448;ga2018_2ob5@yopmail.com;session-13134;688-genolier-foundation;100.00;82.00;3
449;ga2018_2ob5@yopmail.com;session-13144;692-quiz-1;56.00;594.00;14
450;ga2018_2ob5@yopmail.com;session-13161;686-quiz-2;50.00;397.00;12
451;ga2018_egh3@yopmail.com;session-13165;687-la-qualite;0.00;741.00;12
452;ga2018_egh3@yopmail.com;session-13187;684-informatique;75.00;399.00;4
453;ga2018_egh3@yopmail.com;session-13199;689-rh-prevoyance-et-evaluation;100.00;455.00;7
454;ga2018_egh3@yopmail.com;session-13225;690-formation;0.00;242.00;5
455;ga2018_egh3@yopmail.com;session-13231;688-genolier-foundation;100.00;252.00;3
456;ga2018_egh3@yopmail.com;session-13242;692-quiz-1;92.00;499.00;14
457;ga2018_egh3@yopmail.com;session-13268;686-quiz-2;88.00;195.00;12
458;ga2018_v85a@yopmail.com;session-13286;678-politique-et-cadre-legal;35.00;1720.00;11
459;ga2018_v85a@yopmail.com;session-13300;699-die-dienstleistungen-f-r-den-patienten;42.00;596.00;18
460;ga2018_v85a@yopmail.com;session-13319;700-die-qualitat;0.00;243.00;12
461;ga2018_v85a@yopmail.com;session-13337;698-nescens-programm;0.00;33.00;2
462;ga2018_v85a@yopmail.com;session-13342;697-corporate-marketing-und-kommunikation;92.00;324.00;10
463;ga2018_v85a@yopmail.com;session-13374;701-informatik;75.00;211.00;4
464;ga2018_v85a@yopmail.com;session-13379;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;459.00;7
465;ga2018_v85a@yopmail.com;session-13421;703-ausbildung;0.00;85.00;5
466;ga2018_v85a@yopmail.com;session-13427;704-genolier-foundation;100.00;241.00;3
467;ga2018_v85a@yopmail.com;session-13431;706-quiz-1;85.00;2829.00;14
468;ga2018_v85a@yopmail.com;session-13459;705-quiz-2;64.00;1054.00;12
469;ga2018_siia@yopmail.com;session-13505;681-corporate-marketing-et-communication;100.00;433.00;10
470;ga2018_siia@yopmail.com;session-13577;683-programme-nescens;0.00;128.00;2
471;ga2018_siia@yopmail.com;session-13580;682-les-services-aux-patients;100.00;297.00;18
472;ga2018_siia@yopmail.com;session-13605;687-la-qualite;0.00;412.00;12
473;ga2018_siia@yopmail.com;session-13641;684-informatique;50.00;66.00;4
474;ga2018_siia@yopmail.com;session-13650;689-rh-prevoyance-et-evaluation;100.00;185.00;7
475;ga2018_siia@yopmail.com;session-13660;690-formation;0.00;5136.00;5
476;ga2018_siia@yopmail.com;session-13684;688-genolier-foundation;100.00;74.00;3
477;ga2018_siia@yopmail.com;session-13694;692-quiz-1;100.00;425.00;14
478;ga2018_siia@yopmail.com;session-13756;686-quiz-2;100.00;313.00;12
479;ga2018_qzbc@yopmail.com;session-13827;693-presentazione;78.00;1234.00;8
481;ga2018_qzbc@yopmail.com;session-13880;719-strategia-e-crescita;100.00;352.00;6
482;ga2018_qzbc@yopmail.com;session-13887;722-affari-medicali;100.00;757.00;12
483;ga2018_qzbc@yopmail.com;session-13918;695-politica-e-quadro-legale;77.00;786.00;11
484;ga2018_qzbc@yopmail.com;session-13930;707-corporate-marketing-e-comunicazione;85.00;344.00;10
485;ga2018_qzbc@yopmail.com;session-13959;709-programma-nescens;0.00;75.00;2
486;ga2018_qzbc@yopmail.com;session-13962;708-i-servizi-ai-pazienti;58.00;315.00;18
487;ga2018_qzbc@yopmail.com;session-13993;710-la-qualita;0.00;71.00;12
488;ga2018_qzbc@yopmail.com;session-14006;713-informatica;75.00;109.00;4
489;ga2018_qzbc@yopmail.com;session-14017;714-risorse-umane-previdenza;100.00;407.00;7
490;ga2018_qzbc@yopmail.com;session-14025;712-formazione;0.00;53.00;5
491;ga2018_qzbc@yopmail.com;session-14037;715-fondazione-genolier;100.00;218.00;3
492;ga2018_qzbc@yopmail.com;session-14047;716-quiz-1;85.00;1021.00;14
493;ga2018_qzbc@yopmail.com;session-14190;717-quiz-2;95.00;1204.00;12
494;ga2018_7jzb@yopmail.com;session-14365;694-vorstellung;0.00;135.00;8
496;ga2018_7jzb@yopmail.com;session-14422;706-quiz-1;31.00;114.00;14
497;ga2018_7jzb@yopmail.com;session-14431;705-quiz-2;0.00;209.00;12
498;ga2018_y4q1@yopmail.com;session-14470;671-presentation;100.00;658.00;8
500;ga2018_y4q1@yopmail.com;session-14562;674-strategie-et-croissance;100.00;413.00;6
501;ga2018_y4q1@yopmail.com;session-14576;677-affaires-medicales;80.00;389.00;12
502;ga2018_y4q1@yopmail.com;session-14591;678-politique-et-cadre-legal;46.00;535.00;11
503;ga2018_lhna@yopmail.com;session-14608;671-presentation;0.00;9.00;8
504;ga2018_lhna@yopmail.com;session-14612;692-quiz-1;0.00;4.00;14
505;ga2018_y4q1@yopmail.com;session-14613;681-corporate-marketing-et-communication;67.00;269.00;10
506;ga2018_y4q1@yopmail.com;session-14625;683-programme-nescens;0.00;37.00;2
507;ga2018_y4q1@yopmail.com;session-14630;682-les-services-aux-patients;42.00;321.00;18
508;ga2018_y4q1@yopmail.com;session-14649;687-la-qualite;0.00;245.00;12
509;ga2018_y4q1@yopmail.com;session-14662;684-informatique;50.00;471.00;4
510;ga2018_y4q1@yopmail.com;session-14676;689-rh-prevoyance-et-evaluation;100.00;383.00;7
511;ga2018_y4q1@yopmail.com;session-14688;690-formation;0.00;91.00;5
512;ga2018_y4q1@yopmail.com;session-14700;688-genolier-foundation;23.00;112.00;3
513;ga2018_y4q1@yopmail.com;session-14706;692-quiz-1;80.00;305.00;14
514;ga2018_y4q1@yopmail.com;session-14721;686-quiz-2;74.00;218.00;12
515;ga2018_ljod@yopmail.com;session-14738;694-vorstellung;100.00;290.00;8
517;ga2018_ljod@yopmail.com;session-14854;696-strategie-und-wachstum;75.00;833.00;6
518;ga2018_ljod@yopmail.com;session-14867;723-medizinischer-bereich;80.00;200.00;12
519;ga2018_ljod@yopmail.com;session-14880;678-politique-et-cadre-legal;0.00;38.00;11
520;ga2018_ljod@yopmail.com;session-14894;697-corporate-marketing-und-kommunikation;79.00;198.00;10
521;ga2018_ermt@yopmail.com;session-14895;671-presentation;100.00;342.00;8
522;ga2018_ljod@yopmail.com;session-14913;698-nescens-programm;0.00;25.00;2
523;ga2018_ljod@yopmail.com;session-14919;699-die-dienstleistungen-f-r-den-patienten;33.00;371.00;18
525;ga2018_ermt@yopmail.com;session-14929;;0.00;0.00;0
526;ga2018_ermt@yopmail.com;session-14930;674-strategie-et-croissance;100.00;128.00;6
527;ga2018_ljod@yopmail.com;session-14996;700-die-qualitat;0.00;208.00;12
528;ga2018_ermt@yopmail.com;session-14997;677-affaires-medicales;0.00;7.00;12
529;ga2018_ermt@yopmail.com;session-15000;682-les-services-aux-patients;50.00;147.00;18
530;ga2018_ermt@yopmail.com;session-15037;687-la-qualite;0.00;83.00;12
531;ga2018_ljod@yopmail.com;session-15043;701-informatik;50.00;103.00;4
532;ga2018_ljod@yopmail.com;session-15059;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;143.00;7
533;ga2018_ljod@yopmail.com;session-15075;703-ausbildung;0.00;56.00;5
534;ga2018_ljod@yopmail.com;session-15087;704-genolier-foundation;100.00;47.00;3
535;ga2018_ljod@yopmail.com;session-15095;706-quiz-1;62.00;438.00;14
536;ga2018_ljod@yopmail.com;session-15110;705-quiz-2;53.00;408.00;12
537;ga2018_pvlk@yopmail.com;session-15123;694-vorstellung;100.00;290.00;8
538;ga2018_cy5h@yopmail.com;session-15126;671-presentation;67.00;257.00;8
541;ga2018_cy5h@yopmail.com;session-15185;674-strategie-et-croissance;25.00;1210.00;6
542;ga2018_pvlk@yopmail.com;session-15218;696-strategie-und-wachstum;75.00;268.00;6
543;ga2018_cy5h@yopmail.com;session-15279;682-les-services-aux-patients;75.00;69.00;18
544;ga2018_pvlk@yopmail.com;session-15281;723-medizinischer-bereich;60.00;636.00;12
545;ga2018_dzfu@yopmail.com;session-15313;723-medizinischer-bereich;60.00;210.00;12
546;ga2018_pvlk@yopmail.com;session-15363;678-politique-et-cadre-legal;0.00;43.00;11
547;ga2018_dzfu@yopmail.com;session-15376;678-politique-et-cadre-legal;17.00;114.00;11
548;ga2018_dzfu@yopmail.com;session-15412;697-corporate-marketing-und-kommunikation;69.00;289.00;10
549;ga2018_dzfu@yopmail.com;session-15425;698-nescens-programm;0.00;83.00;2
550;ga2018_dzfu@yopmail.com;session-15471;700-die-qualitat;0.00;76.00;12
551;ga2018_dzfu@yopmail.com;session-15484;701-informatik;100.00;78.00;4
552;ga2018_dzfu@yopmail.com;session-15493;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;94.00;7
553;ga2018_dzfu@yopmail.com;session-15503;703-ausbildung;0.00;29.00;5
554;ga2018_dzfu@yopmail.com;session-15509;704-genolier-foundation;34.00;48.00;3
555;ga2018_dzfu@yopmail.com;session-15513;706-quiz-1;54.00;188.00;14
556;ga2018_dzfu@yopmail.com;session-15528;705-quiz-2;47.00;203.00;12
558;ga2018_shfh@yopmail.com;session-15604;696-strategie-und-wachstum;100.00;47.00;6
559;ga2018_shfh@yopmail.com;session-15638;723-medizinischer-bereich;20.00;32.00;12
560;ga2018_shfh@yopmail.com;session-15651;678-politique-et-cadre-legal;29.00;58.00;11
561;ga2018_shfh@yopmail.com;session-15665;697-corporate-marketing-und-kommunikation;25.00;51.00;10
562;ga2018_shfh@yopmail.com;session-15680;698-nescens-programm;0.00;4.00;2
563;ga2018_shfh@yopmail.com;session-15684;699-die-dienstleistungen-f-r-den-patienten;33.00;145.00;18
564;ga2018_shfh@yopmail.com;session-15711;700-die-qualitat;0.00;18.00;12
565;ga2018_shfh@yopmail.com;session-15724;701-informatik;50.00;72.00;4
566;ga2018_shfh@yopmail.com;session-15729;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;39.00;6
567;ga2018_shfh@yopmail.com;session-15736;703-ausbildung;0.00;46.00;5
568;ga2018_shfh@yopmail.com;session-15742;704-genolier-foundation;67.00;38.00;3
569;ga2018_shfh@yopmail.com;session-15746;706-quiz-1;49.00;196.00;14
570;ga2018_shfh@yopmail.com;session-15761;705-quiz-2;35.00;162.00;12
571;ga2018_cy5h@yopmail.com;session-15798;677-affaires-medicales;100.00;276.00;12
572;ga2018_cy5h@yopmail.com;session-15820;681-corporate-marketing-et-communication;85.00;116.00;10
573;ga2018_cy5h@yopmail.com;session-15831;683-programme-nescens;0.00;47.00;2
574;ga2018_cy5h@yopmail.com;session-15834;684-informatique;50.00;38.00;4
575;ga2018_cy5h@yopmail.com;session-15839;689-rh-prevoyance-et-evaluation;100.00;114.00;7
576;ga2018_cy5h@yopmail.com;session-15855;690-formation;0.00;57.00;5
577;ga2018_cy5h@yopmail.com;session-15867;688-genolier-foundation;100.00;53.00;3
578;ga2018_cy5h@yopmail.com;session-15894;687-la-qualite;0.00;36.00;12
579;ga2018_cy5h@yopmail.com;session-15907;692-quiz-1;77.00;317.00;14
580;ga2018_cy5h@yopmail.com;session-15924;686-quiz-2;50.00;124.00;12
581;ga2018_5ufd@yopmail.com;session-15951;692-quiz-1;10.00;51.00;14
582;ga2018_5ufd@yopmail.com;session-15959;686-quiz-2;0.00;7.00;12
583;ga2018_5ufd@yopmail.com;session-15966;671-presentation;0.00;773.00;8
584;ga2018_pvlk@yopmail.com;session-16037;697-corporate-marketing-und-kommunikation;0.00;29.00;10
585;dtic@mobiletic.com;session-16581;;0.00;0.00;0
586;ga2018_nszc@yopmail.com;session-16582;671-presentation;100.00;1147.00;8
588;ga2018_nszc@yopmail.com;session-16697;674-strategie-et-croissance;100.00;453.00;6
589;ga2018_nszc@yopmail.com;session-16741;677-affaires-medicales;100.00;658.00;12
590;dtic@mobiletic.com;session-16745;677-affaires-medicales;100.00;9818.00;12
591;ga2018_es35@yopmail.com;session-16794;681-corporate-marketing-et-communication;0.00;10.00;10
592;ga2018_es35@yopmail.com;session-16798;684-informatique;100.00;69.00;4
593;ga2018_es35@yopmail.com;session-16803;690-formation;0.00;67.00;5
594;ga2018_es35@yopmail.com;session-16824;682-les-services-aux-patients;0.00;127.00;18
595;ga2018_es35@yopmail.com;session-16844;677-affaires-medicales;20.00;462.00;12
596;ga2018_0ovm@yopmail.com;session-16871;722-affari-medicali;100.00;2430.00;12
597;ga2018_0ovm@yopmail.com;session-16887;695-politica-e-quadro-legale;65.00;1270.00;11
598;mustapha.elatifi@widdoo.ch;session-16920;711-politik-und-gesetzlicher-rahmen;0.00;12.00;11
599;ga2018_0ovm@yopmail.com;session-16926;707-corporate-marketing-e-comunicazione;85.00;807.00;10
600;ga2018_0ovm@yopmail.com;session-16937;709-programma-nescens;0.00;168.00;2
601;ga2018_0ovm@yopmail.com;session-16940;708-i-servizi-ai-pazienti;82.00;736.00;18
602;ga2018_0ovm@yopmail.com;session-16978;710-la-qualita;0.00;1245.00;12
603;ga2018_a972@yopmail.com;session-17000;683-programme-nescens;0.00;10.00;2
604;sel@rcampus.com;session-17003;683-programme-nescens;0.00;3.00;2
605;sel@rcampus.com;session-17005;681-corporate-marketing-et-communication;0.00;6.00;10
606;ga2018_ovmb@yopmail.com;session-17008;706-quiz-1;0.00;5.00;14
607;mustapha.elatifi@widdoo.com;session-17052;669-vallee-trient-finhaut-source-de-bien-etre;0.00;5.00;14
608;ga2018_jok2@yopmail.com;session-17206;671-presentation;78.00;227.00;8
609;ga2018_a972@yopmail.com;session-17219;681-corporate-marketing-et-communication;0.00;4.00;10
610;ga2018_gqlu@yopmail.com;session-17238;692-quiz-1;23.00;34.00;14
611;dtic@mobiletic.com;session-17281;682-les-services-aux-patients;20.00;2157.00;18
612;ga2018_w5ea@yopmail.com;session-17297;671-presentation;100.00;339.00;8
614;ga2018_w5ea@yopmail.com;session-17315;674-strategie-et-croissance;100.00;756.00;6
615;ga2018_w5ea@yopmail.com;session-17410;677-affaires-medicales;80.00;527.00;12
616;ga2018_w5ea@yopmail.com;session-17429;678-politique-et-cadre-legal;88.00;319.00;11
617;ga2018_w5ea@yopmail.com;session-17467;681-corporate-marketing-et-communication;94.00;243.00;10
